gemm_mq4g256v2_residual_mmq_iu4_full_set_symfold_g12r	368	1054.925
gemm_mq4g256v2_residual_mmq_iu4_full_add_symfold_g12r	128	497.255
attention_fp8_e4m3_fa2_gqa_qresident_gfx1201	16	165.699
fused_silu_mul_mq_rotate_awq_i4_gfx12	64	135.694
gdn_chunk_scan	768	75.367
fused_rmsnorm_mq_rotate_awq_i4_gfx12	128	59.198
gated_norm_mq_rotate_awq_i4_gfx12	48	47.105
gdn_chunk_prep	48	43.388
deinterleave_q_rmsnorm_f32_batched	16	22.396
gdn_chunk_kkt_solve	768	17.190
sigmoid_mul_rotate_x_mq_awq_i4_gfx12	16	11.737
fused_gate_up_mq4g256v2	64	10.019
gemv_mq4g256v2_residual	128	7.278
rope_partial_halfsplit_batched_f32	16	6.141
rmsnorm_f32	50	3.714
fused_qkvza_mq4g256v2	48	3.618
kv_cache_write_fp8_e4m3_batched	32	2.342
gemv_mq4g256v2_multirow_r2	2	2.161
attention_flash_fp8_e4m3_tile	16	1.165
fused_qkv_mq4g256v2	16	1.159
embedding_q8_batched	1	0.935
fused_rmsnorm_mq_rotate_awq	128	0.819
__amd_rocclr_copyBuffer	197	0.657
__amd_rocclr_fillBufferUnAligned	192	0.653
gated_delta_net_q8_fast	48	0.371
attention_flash_q8_0_reduce	16	0.331
fused_silu_mul_mq_rotate_awq	64	0.138
gated_norm_f32	48	0.124
rope_partial_halfsplit_f32	16	0.106
rotate_x_mq_awq	64	0.093
conv1d_silu_split_qknorm_b256	48	0.088
fused_sigmoid_alpha_gate_f32	48	0.083
repeat_interleave_qk_f32	48	0.066
sample_topk_partial_fast21	2	0.054
kv_cache_write_fp8_e4m3	32	0.053
sample_topk_finalize_fast21	2	0.034
deinterleave_f32	16	0.030
sigmoid_mul_f32	16	0.020
embedding_q8	1	0.007
mq_rotate_x	2	0.004
