FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_HIN_GFX12_SRC  hin      K=4096  N=777  seed=16 xrot=1 special | untouched blocks: 0 | i4 differing bytes 0 / 1790208; x_rot differing bytes 0 / 12730368  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_HIN_GFX12_SRC  hin      K=13824 N=65   seed=17 xrot=0 special | untouched blocks: 0 | i4 differing bytes 0 / 505440  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=17408 N=8192 seed=12 xrot=0 normal  | untouched blocks: 0 | i4 differing bytes 0 / 80216064  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=17408 N=1000 seed=13 xrot=1 normal  | untouched blocks: 0 | i4 differing bytes 0 / 9792000; x_rot differing bytes 0 / 69632000  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=17408 N=1    seed=14 xrot=0 normal  | untouched blocks: 0 | i4 differing bytes 0 / 9792  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=17408 N=333  seed=15 xrot=0 normal  | untouched blocks: 0 | i4 differing bytes 0 / 3260736  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=4096  N=777  seed=16 xrot=1 normal  | untouched blocks: 0 | i4 differing bytes 0 / 1790208; x_rot differing bytes 0 / 12730368  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=13824 N=65   seed=17 xrot=0 normal  | untouched blocks: 0 | i4 differing bytes 0 / 505440  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=17408 N=8192 seed=12 xrot=0 special | untouched blocks: 0 | i4 differing bytes 0 / 80216064  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=17408 N=1000 seed=13 xrot=1 special | untouched blocks: 0 | i4 differing bytes 0 / 9792000; x_rot differing bytes 0 / 69632000  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=17408 N=1    seed=14 xrot=0 special | untouched blocks: 0 | i4 differing bytes 0 / 9792  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=17408 N=333  seed=15 xrot=0 special | untouched blocks: 0 | i4 differing bytes 0 / 3260736  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=4096  N=777  seed=16 xrot=1 special | untouched blocks: 0 | i4 differing bytes 0 / 1790208; x_rot differing bytes 0 / 12730368  ORACLE_PASS
FUSED_SILU_MUL_MQ_ROTATE_AWQ_I4_GFX12_SRC      siluawq  K=13824 N=65   seed=17 xrot=0 special | untouched blocks: 0 | i4 differing bytes 0 / 505440  ORACLE_PASS
ORACLE_MATRIX_PASS
