gemm_mq4g256v2_gate_up_silu_mmq_iu4_symfold_g12r	64	736.773
gemm_mq4g256v2_residual_mmq_iu4_full_add_symfold_g12r	128	500.609
gemm_mq4g256v2_residual_mmq_iu4_full_set_symfold_g12r	240	345.045
attention_fp8_e4m3_fa2_gqa_qresident_v2_q8_gfx1201	16	93.330
gdn_chunk_scan	768	75.926
fused_silu_mul_mq_rotate_awq_i4_hin_gfx12	64	73.076
fused_rmsnorm_mq_rotate_awq_i4_gfx12	128	60.147
gated_norm_mq_rotate_awq_i4_gfx12	48	47.362
gdn_chunk_prep	48	43.330
qwen35_fa_prep_fp8q_batched_gfx1201	16	19.285
gdn_chunk_kkt_solve	768	17.291
sigmoid_mul_rotate_x_mq_awq_i4_gfx12	16	11.324
fused_gate_up_mq4g256v2	64	10.034
gemv_mq4g256v2_residual	128	7.284
fused_qkvza_mq4g256v2	48	3.659
kv_cache_write_fp8_e4m3_batched	32	2.332
gemv_mq4g256v2_multirow_r2	2	2.162
attention_flash_fp8_e4m3_tile	16	1.181
fused_qkv_mq4g256v2	16	1.162
__amd_rocclr_fillBufferUnAligned	192	1.159
embedding_q8_batched	1	0.967
fused_rmsnorm_mq_rotate_awq	128	0.830
__amd_rocclr_copyBuffer	197	0.661
gated_delta_net_q8_fast	48	0.378
attention_flash_q8_0_reduce	16	0.334
fused_silu_mul_mq_rotate_awq	64	0.126
gated_norm_f32	48	0.124
rope_partial_halfsplit_f32	16	0.108
rmsnorm_f32	34	0.096
rotate_x_mq_awq	64	0.093
conv1d_silu_split_qknorm_b256	48	0.090
fused_sigmoid_alpha_gate_f32	48	0.081
repeat_interleave_qk_f32	48	0.061
sample_topk_partial_fast21	2	0.054
kv_cache_write_fp8_e4m3	32	0.054
sample_topk_finalize_fast21	2	0.034
deinterleave_f32	16	0.027
sigmoid_mul_f32	16	0.021
embedding_q8	1	0.007
mq_rotate_x	2	0.004
