"Node_Id","Logical_Node_Id","Agent_Type","Cpu_Cores_Count","Simd_Count","Cpu_Core_Id_Base","Simd_Id_Base","Max_Waves_Per_Simd","Lds_Size_In_Kb","Gds_Size_In_Kb","Num_Gws","Wave_Front_Size","Num_Xcc","Cu_Count","Array_Count","Num_Shader_Banks","Simd_Arrays_Per_Engine","Cu_Per_Simd_Array","Simd_Per_Cu","Max_Slots_Scratch_Cu","Gfx_Target_Version","Vendor_Id","Device_Id","Location_Id","Domain","Drm_Render_Minor","Num_Sdma_Engines","Num_Sdma_Xgmi_Engines","Num_Sdma_Queues_Per_Engine","Num_Cp_Queues","Max_Engine_Clk_Ccompute","Max_Engine_Clk_Fcompute","Sdma_Fw_Version","Fw_Version","Capability","Cu_Per_Engine","Max_Waves_Per_Cu","Family_Id","Workgroup_Max_Size","Grid_Max_Size","Local_Mem_Size","Hive_Id","Gpu_Id","Workgroup_Max_Dim_X","Workgroup_Max_Dim_Y","Workgroup_Max_Dim_Z","Grid_Max_Dim_X","Grid_Max_Dim_Y","Grid_Max_Dim_Z","Name","Vendor_Name","Product_Name","Model_Name"
0,0,"CPU",64,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5487,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,"AMD Ryzen Threadripper 9970X 32-Cores","CPU","AMD Ryzen Threadripper 9970X 32-Cores",""
1,1,"GPU",0,128,0,2147487744,16,64,0,64,32,1,64,8,4,2,8,2,32,120001,4098,30033,768,0,128,2,0,6,4,5487,2350,662,218,1752408704,16,32,152,1024,2147483647,0,0,23334,1024,1024,1024,2147483647,65535,65535,"gfx1201","AMD","AMD Radeon AI PRO R9700","ip discovery"
2,2,"GPU",0,128,0,2147487808,16,64,0,64,32,1,64,8,4,2,8,2,32,120001,4098,30033,49920,0,129,2,0,6,4,5487,2350,662,218,1752408704,16,32,152,1024,2147483647,0,0,2934,1024,1024,1024,2147483647,65535,65535,"gfx1201","AMD","AMD Radeon AI PRO R9700","ip discovery"
3,3,"GPU",0,128,0,2147487872,16,64,0,64,32,1,64,8,4,2,8,2,32,120001,4098,30033,58112,0,131,2,0,6,4,5487,2350,662,218,1752408704,16,32,152,1024,2147483647,0,0,54127,1024,1024,1024,2147483647,65535,65535,"gfx1201","AMD","AMD Radeon AI PRO R9700","ip discovery"
4,4,"GPU",0,128,0,2147487936,16,64,0,64,32,1,64,8,4,2,8,2,32,120001,4098,30033,31488,0,130,2,0,6,4,5487,2350,662,218,1752408704,16,32,152,1024,2147483647,0,0,23778,1024,1024,1024,2147483647,65535,65535,"gfx1201","AMD","AMD Radeon AI PRO R9700","ip discovery"
5,5,"GPU",0,128,0,2147488000,16,64,0,64,32,1,64,8,4,2,8,2,32,120001,4098,30033,4864,0,132,2,0,6,4,5487,2350,662,218,1752408704,16,32,152,1024,2147483647,0,0,38699,1024,1024,1024,2147483647,65535,65535,"gfx1201","AMD","AMD Radeon AI PRO R9700","ip discovery"
